name,state_code,city,founded_at,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,category_code,status,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,months_to_first_funding,months_to_last_funding,label
#waywire,NY,New York,2012-06-01,2012-06-30,2012-06-30,1,1750000,news,operating,0,0,0,0,0,0,0,0,0,1,0,0,Failure
1000memories,CA,San Francisco,2010-07-01,2010-01-01,2011-02-16,2,2535000,web,acquired,0,1,0,0,0,0,0,0,0,0,6,7,Success
100Plus,CA,San Francisco,2011-09-16,2011-11-02,2011-11-30,2,1250000,analytics,acquired,0,0,0,0,0,0,0,0,0,1,2,2,Success
1010data,NY,New York,2000-01-01,2010-03-08,2010-03-08,1,35000000,software,operating,1,0,0,0,0,0,0,0,0,0,122,122,Success
121nexus,RI,Providence,2011-10-07,2012-02-06,2013-07-01,4,719000,software,operating,1,0,0,0,0,0,0,0,0,0,4,21,Failure
1366 Technologies,MA,Lexington,2007-01-01,2008-03-27,2011-02-07,6,48950000,manufacturing,operating,0,0,0,0,0,0,0,0,0,1,14,49,Success
140 Proof,CA,San Francisco,2010-01-11,2009-07-01,2011-04-28,2,5500000,advertising,operating,0,0,0,0,1,0,0,0,0,0,6,15,Failure
15Five,CA,San Francisco,2011-05-01,2012-01-01,2013-01-15,2,1200000,software,operating,1,0,0,0,0,0,0,0,0,0,8,20,Failure
170 Systems,MA,Bedford,1990-01-01,2002-04-16,2002-04-16,1,14000000,software,acquired,1,0,0,0,0,0,0,0,0,0,147,147,Success
1World Online,CA,San Jose,2011-12-01,2013-07-02,2013-07-02,1,1000000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,19,19,Failure
1stdibs,NY,New York,2001-01-01,2011-11-03,2012-12-03,3,42000000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,130,143,Success
2080 Media,GA,Atlanta,2008-01-01,2010-08-05,2013-07-19,5,40100000,news,operating,0,0,0,0,0,0,0,0,0,1,31,66,Success
20JEANS,CA,Los Angeles,2012-08-01,2013-02-01,2013-04-18,2,1000000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,6,8,Failure
20x200,NY,New York,2007-09-01,2009-10-01,2010-08-01,2,2800000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,25,35,Failure
23andMe,CA,Mountain View,2006-04-01,2007-05-01,2012-12-21,6,160549892,biotech,operating,0,0,0,0,0,0,0,1,0,0,13,80,Success
27 Perry,CO,Boulder,2012-07-25,2012-05-17,2012-05-17,1,118000,ecommerce,closed,0,0,0,0,0,0,1,0,0,0,2,2,Failure
2U,MD,Landover,2008-01-01,2009-03-25,2012-04-02,5,90775000,education,operating,0,0,0,0,0,0,0,0,0,1,14,51,Success
"2nd Story Software, Inc.",IA,Cedar Rapids,1998-02-15,2005-03-30,2005-03-30,1,85000000,software,acquired,1,0,0,0,0,0,0,0,0,0,85,85,Success
3-V Biosciences,CA,Palo Alto,2007-03-01,2009-07-10,2013-06-21,3,70000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,28,75,Success
30 Second Showcase,NJ,Clifton,2013-04-01,2013-05-20,2013-05-20,1,25000,software,operating,1,0,0,0,0,0,0,0,0,0,1,1,Failure
33Across,NY,New York,2007-09-01,2009-03-13,2012-07-19,4,24134560,advertising,operating,0,0,0,0,1,0,0,0,0,0,18,58,Success
3Guppies,WA,Seattle,2003-01-01,2006-04-05,2006-04-05,1,20000000,games_video,operating,0,0,0,0,0,1,0,0,0,0,39,39,Success
3Jam,CA,San Francisco,2005-01-01,2007-07-01,2007-07-01,1,4000000,mobile,operating,0,0,1,0,0,0,0,0,0,0,30,30,Failure
3Leaf,CA,Santa Clara,2004-06-01,2007-04-30,2008-09-22,3,65000000,software,operating,1,0,0,0,0,0,0,0,0,0,34,51,Success
3Pillar Global,VA,Fairfax,2006-08-01,2010-04-21,2013-06-06,3,22520000,software,operating,1,0,0,0,0,0,0,0,0,0,44,82,Success
3Scan,CA,San Francisco,2011-01-01,2012-04-23,2012-04-23,1,350000,biotech,operating,0,0,0,0,0,0,0,1,0,0,15,15,Failure
3TIER,WA,Seattle,1999-01-01,2007-09-05,2010-02-25,3,15000000,cleantech,operating,0,0,0,0,0,0,0,0,0,1,104,133,Success
3VR,CA,San Francisco,2002-01-01,2006-01-17,2010-12-21,5,53000000,security,operating,0,0,0,0,0,0,0,0,0,1,48,107,Success
4-Tell,OR,Portland,2009-04-01,2011-07-01,2013-07-26,4,2234979,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,27,51,Failure
410 Labs,MD,Baltimore,2010-01-01,2011-07-11,2011-07-11,1,750000,messaging,operating,0,0,0,0,0,0,0,0,0,1,18,18,Failure
41st Parameter,CA,San Jose,2004-01-01,2006-05-08,2012-04-11,4,38064570,security,operating,0,0,0,0,0,0,0,0,0,1,28,99,Success
42Floors,NY,New York,2011-01-01,2011-12-01,2013-01-31,3,17700000,real_estate,operating,0,0,0,0,0,0,0,0,0,1,11,24,Success
480 Biomedical,MA,Watertown,2011-01-01,2012-02-14,2013-04-12,3,37956999,biotech,operating,0,0,0,0,0,0,0,1,0,0,13,27,Success
4Home,CA,Sunnyvale,2006-01-01,2006-08-01,2010-02-03,5,9146354,software,acquired,1,0,0,0,0,0,0,0,0,0,7,49,Success
4INFO,CA,San Mateo,2004-01-01,2005-03-01,2013-08-04,6,60000000,advertising,operating,0,0,0,0,1,0,0,0,0,0,14,115,Success
4moms,PA,Pittsburgh,2005-01-01,2012-08-09,2012-08-09,1,20000000,hardware,operating,0,0,0,0,0,0,0,0,0,1,91,91,Success
4s3 Bioscience,MA,Medford,2007-01-01,2012-03-05,2012-03-05,1,20000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,62,62,Success
500Friends,CA,San Francisco,2010-01-01,2009-12-15,2013-03-12,4,12900000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,1,38,Success
5min Media,NY,NY,2007-01-01,2007-04-01,2009-07-23,3,12800000,games_video,acquired,0,0,0,0,0,1,0,0,0,0,3,30,Success
5th Finger,CA,San Francisco,2008-01-01,2008-06-13,2008-06-13,1,7000000,mobile,operating,0,0,1,0,0,0,0,0,0,0,5,5,Failure
64 Pixels,CA,Mountain View,2010-10-01,2010-10-01,2010-10-01,1,100000,web,operating,0,1,0,0,0,0,0,0,0,0,0,0,Failure
6connect,CA,San Francisco,2009-01-01,2011-08-23,2011-08-23,1,2000000,network_hosting,operating,0,0,0,0,0,0,0,0,0,1,31,31,Failure
6fusion,NC,Raleigh,2008-01-01,2010-08-23,2013-07-25,3,12750000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,31,66,Success
6th Sense Analytics,NC,Morrisville,2004-01-01,2005-11-11,2007-01-31,2,6700000,software,acquired,1,0,0,0,0,0,0,0,0,0,22,36,Success
7 Billion People,TX,Austin,2006-01-01,2009-02-09,2012-07-13,4,7952804,software,operating,1,0,0,0,0,0,0,0,0,0,37,78,Success
71lbs,FL,Chicago,2011-03-03,2012-03-20,2013-01-08,4,750000,analytics,operating,0,0,0,0,0,0,0,0,0,1,12,22,Failure
7AC Technologies,MA,Beverly,2009-01-01,2011-12-13,2012-07-25,3,7360000,cleantech,operating,0,0,0,0,0,0,0,0,0,1,35,42,Failure
8thBridge,MN,Minneapolis,2008-11-01,2010-01-25,2011-03-21,2,15000000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,14,28,Success
955 Dreams,CA,Mountain View,2010-11-01,2012-01-26,2012-01-26,1,3250000,mobile,operating,0,0,1,0,0,0,0,0,0,0,14,14,Failure
99designs,CA,San Francisco,2008-02-01,2011-04-28,2011-04-28,1,35000000,design,operating,0,0,0,0,0,0,0,0,0,1,38,38,Success
9Lenses,VA,Leesburg,2010-01-01,2013-09-12,2013-09-12,1,3000000,software,operating,1,0,0,0,0,0,0,0,0,0,44,44,Failure
A Bit Lucky,CA,San Mateo,2009-10-01,2010-03-15,2011-03-21,2,7600000,games_video,acquired,0,0,0,0,0,1,0,0,0,0,5,17,Success
A la Mobile,KS,San Ramon,2005-06-01,2005-07-01,2007-03-01,2,7550000,software,operating,1,0,0,0,0,0,0,0,0,0,1,21,Success
A10 Networks,CA,San Jose,2004-10-01,2005-01-01,2008-07-14,3,38000000,network_hosting,operating,0,0,0,0,0,0,0,0,0,1,3,45,Success
A123 Systems,MA,Watertown,2001-01-01,2005-11-01,2012-06-07,8,502860000,nanotech,ipo,0,0,0,0,0,0,0,0,0,1,58,137,Success
ABILITY Network,MN,Minneapolis,2000-01-01,2011-05-17,2011-05-17,1,27000000,medical,operating,0,0,0,0,0,0,0,0,0,1,136,136,Success
ABPathfinder,KS,Overland Park,2010-06-01,2012-12-05,2012-12-05,1,400000,software,operating,1,0,0,0,0,0,0,0,0,0,30,30,Failure
ABT Molecular Imaging,TN,Knoxville,2006-01-01,2010-01-21,2012-09-13,4,15650000,medical,operating,0,0,0,0,0,0,0,0,0,1,48,80,Success
ACE*COMM,MD,Gaithersburg,1983-01-01,2007-01-01,2007-01-01,1,5000000,public_relations,operating,0,0,0,0,0,0,0,0,0,1,288,288,Failure
ACT Biotech,CA,San Francisco,2008-01-01,2008-05-06,2009-10-14,4,24980000,biotech,operating,0,0,0,0,0,0,0,1,0,0,4,21,Success
ACTIV Financial Systems,IL,Chicago,2002-01-01,2010-01-20,2010-01-20,1,25000000,software,operating,1,0,0,0,0,0,0,0,0,0,96,96,Success
ACTIVE Network,CA,San Diego,1999-08-01,1999-09-01,2008-08-27,8,213900000,software,ipo,1,0,0,0,0,0,0,0,0,0,1,108,Success
ADmantX,CT,West Hartford,2010-11-17,2011-06-08,2013-01-28,2,4144400,advertising,operating,0,0,0,0,1,0,0,0,0,0,7,26,Failure
ADstruc,NY,New York City,2010-07-15,2010-08-05,2010-09-28,2,1118000,advertising,operating,0,0,0,0,1,0,0,0,0,0,1,2,Failure
AEGEA Medical,CA,Redwood City,2007-01-01,2011-06-30,2013-05-20,3,23301000,biotech,operating,0,0,0,0,0,0,0,1,0,0,53,76,Success
AFS Technologies,AZ,Phoenix,1985-01-01,2006-03-31,2008-08-29,3,23200000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,254,283,Success
AGEIA Technologies,CA,Santa Clara,2002-01-01,2005-10-03,2005-10-03,1,27500000,semiconductor,acquired,0,0,0,0,0,0,0,0,0,1,45,45,Success
AGLOGIC,IL,Chicago,2007-02-22,2008-10-10,2010-09-01,2,2500000,consulting,operating,0,0,0,0,0,0,0,0,1,0,20,43,Failure
AHAlife.com,NY,New York,2009-11-01,2011-07-27,2013-01-31,3,19749079,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,20,38,Success
AIRSIS,CA,San Diego,1998-01-01,2005-12-30,2007-01-01,2,2000000,software,operating,1,0,0,0,0,0,0,0,0,0,95,108,Failure
AJ Consulting,NY,New York,2010-01-01,2010-01-01,2010-01-01,1,100000,consulting,operating,0,0,0,0,0,0,0,0,1,0,0,0,Failure
AKSEL GROUP,NY,New York,2010-01-01,2011-11-07,2011-11-07,1,500000,fashion,operating,0,0,0,0,0,0,0,0,0,1,22,22,Failure
ALDEA Pharmaceuticals,CA,Redwood City,2011-01-01,2011-09-23,2012-05-08,2,8277000,biotech,operating,0,0,0,0,0,0,0,1,0,0,8,16,Success
ALung Technologies,PA,Pittsburgh,1997-01-01,2010-10-11,2013-09-11,4,46410403,biotech,operating,0,0,0,0,0,0,0,1,0,0,165,200,Success
AOL,NY,New York,1985-05-24,2005-12-01,2005-12-01,1,1000000000,web,ipo,0,1,0,0,0,0,0,0,0,0,247,247,Success
AOptix Technologies,CA,Campbell,2000-01-01,2007-05-30,2012-08-23,3,69900000,biotech,operating,0,0,0,0,0,0,0,1,0,0,88,151,Success
APPEK Mobile Apps,PA,Scranton,2009-05-19,2011-03-09,2011-03-09,1,50000,mobile,operating,0,0,1,0,0,0,0,0,0,0,22,22,Failure
APROOFED,OH,Brunswick,2013-02-01,2013-06-01,2013-06-01,1,20000,education,operating,0,0,0,0,0,0,0,0,0,1,4,4,Failure
APerfectShirt.com,ME,Portland,2012-06-01,2012-11-01,2012-11-01,1,100000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,5,5,Failure
ARIO Data Networks,CA,San Jose,2000-01-01,2005-04-01,2006-07-01,2,13050000,hardware,operating,0,0,0,0,0,0,0,0,0,1,63,78,Success
ARPU,DC,Washington,2005-05-01,2006-07-01,2009-12-29,3,15564591,advertising,operating,0,0,0,0,1,0,0,0,0,0,14,55,Success
ASSIA,CA,Redwood City,2003-01-01,2009-11-02,2013-06-12,4,52344067,software,operating,1,0,0,0,0,0,0,0,0,0,82,125,Success
AVA.ai,WA,Bellingham WA,2007-01-01,2013-05-02,2013-05-02,1,16000000,consulting,operating,0,0,0,0,0,0,0,0,1,0,76,76,Success
AVEO Pharmaceuticals,MA,Cambridge,2012-01-01,2009-07-21,2010-05-28,2,45000000,biotech,ipo,0,0,0,0,0,0,0,1,0,0,30,20,Success
AWR Corporation,CA,El Segundo,1994-07-23,2006-02-09,2006-02-09,1,6400000,software,acquired,1,0,0,0,0,0,0,0,0,0,139,139,Success
Aardvark,CA,San Francisco,2007-07-01,2007-01-01,2008-10-01,2,6000000,web,acquired,0,1,0,0,0,0,0,0,0,0,6,15,Success
Aastrom Biosciences,MI,Ann Arbor,1989-01-01,2012-03-09,2012-03-09,1,40000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,278,278,Success
Abe's Market,MN,Minneapolis,2009-09-01,2010-06-29,2013-01-17,4,9080000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,9,40,Success
AbilTo,NY,New York,2008-01-01,2013-05-14,2013-05-14,1,3000000,web,operating,0,1,0,0,0,0,0,0,0,0,64,64,Failure
Abine,MA,Boston,2008-01-01,2011-07-12,2011-07-12,1,5000000,web,operating,0,1,0,0,0,0,0,0,0,0,42,42,Failure
Ablative Solutions,NJ,Fair Haven,2011-01-01,2011-12-12,2013-05-20,6,11720500,biotech,operating,0,0,0,0,0,0,0,1,0,0,11,28,Success
Abodo,WI,Madison,2011-01-03,2013-08-26,2013-08-26,1,325000,real_estate,operating,0,0,0,0,0,0,0,0,0,1,31,31,Failure
Abound Solar,CO,Loveland,2007-01-01,2010-07-06,2010-12-15,2,510000000,cleantech,closed,0,0,0,0,0,0,0,0,0,1,42,47,Failure
AboutOne,PA,Paoli,2010-06-01,2011-05-01,2011-12-01,2,1900000,web,operating,0,1,0,0,0,0,0,0,0,0,11,18,Failure
AboutUs.org,OR,Portland,2006-01-01,2009-01-09,2009-01-09,1,2500000,web,operating,0,1,0,0,0,0,0,0,0,0,36,36,Failure
Above All Software,CA,Redwood City,2002-01-01,2005-06-01,2005-06-01,1,2100000,semiconductor,operating,0,0,0,0,0,0,0,0,0,1,41,41,Failure
Acacia Research,CA,Newport Beach,1992-01-01,2005-02-10,2012-02-21,2,244600000,other,ipo,0,0,0,0,0,0,0,0,0,1,157,241,Success
Academia.edu,CA,San Francisco,2008-09-01,2007-11-02,2013-09-26,4,17800000,analytics,operating,0,0,0,0,0,0,0,0,0,1,10,60,Success
AcademixDirect,CA,Mountain View,2004-01-01,2009-01-01,2009-01-01,1,10000000,web,operating,0,1,0,0,0,0,0,0,0,0,60,60,Success
AccelGolf,MA,Cambridge,2008-08-01,2008-01-01,2010-02-17,8,637282,mobile,closed,0,0,1,0,0,0,0,0,0,0,7,18,Failure
AccelOps,CA,Santa Clara,2007-01-01,2007-10-01,2012-05-01,2,25000000,analytics,operating,0,0,0,0,0,0,0,0,0,1,9,64,Success
Accela,CA,San Ramon,1999-01-01,2013-07-17,2013-07-17,1,35000000,software,operating,1,0,0,0,0,0,0,0,0,0,174,174,Success
Acceleron Pharma,MA,Cambridge,2004-01-01,2006-08-02,2011-12-23,6,111851121,biotech,operating,0,0,0,0,0,0,0,1,0,0,31,95,Success
Accellion,CA,Palo Alto,1999-01-01,2012-01-04,2012-03-09,2,13410901,enterprise,operating,0,0,0,1,0,0,0,0,0,0,156,158,Success
Accellos,CO,Colorado Springs,2006-01-01,2006-11-17,2012-10-16,3,51400000,software,operating,1,0,0,0,0,0,0,0,0,0,10,81,Success
Accept Software,CA,Santa Clara,2002-01-01,2005-09-16,2010-12-14,4,25305000,software,acquired,1,0,0,0,0,0,0,0,0,0,44,107,Success
Accera,CO,Broomfield,2001-01-01,2004-06-01,2013-05-07,6,130631610,biotech,operating,0,0,0,0,0,0,0,1,0,0,41,148,Success
Accertify,IL,Itasca,2007-03-01,2008-06-03,2010-05-04,2,4700000,security,acquired,0,0,0,0,0,0,0,0,0,1,15,38,Success
Access 360 Media,CA,Los Angeles,2003-01-01,2008-10-29,2011-01-05,2,20000000,advertising,operating,0,0,0,0,1,0,0,0,0,0,69,96,Success
Access MediQuip,FL,Lake Mary,1997-01-01,2013-01-13,2013-01-13,1,46900000,medical,operating,0,0,0,0,0,0,0,0,0,1,192,192,Success
Access Media 3,IL,Oakbrook,2007-01-01,2012-02-09,2012-02-09,1,30000000,security,operating,0,0,0,0,0,0,0,0,0,1,61,61,Success
AccessData,UT,Lindon,1987-01-01,2013-03-15,2013-03-15,2,45000000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,314,314,Success
Accion,MA,Boston,1961-01-01,2011-12-07,2012-06-26,2,23000000,nonprofit,operating,0,0,0,0,0,0,0,0,0,1,611,617,Success
Acclaimd,OH,Columbus,2012-02-01,2012-06-01,2012-08-07,2,90000,analytics,operating,0,0,0,0,0,0,0,0,0,1,4,6,Failure
Acco Brands,IL,Lincolnshire,1947-01-01,2007-02-01,2007-02-01,1,10000000,other,operating,0,0,0,0,0,0,0,0,0,1,721,721,Success
AccountNow,CA,San Ramon,2003-01-01,2004-08-09,2008-03-01,4,34072000,web,operating,0,1,0,0,0,0,0,0,0,0,19,62,Success
Accruit,CO,Denver,2000-01-01,2008-07-03,2008-07-03,1,3315000,software,operating,1,0,0,0,0,0,0,0,0,0,102,102,Failure
AccuDraft,FL,Lake Mary,1992-01-01,2006-12-06,2006-12-06,1,650000,software,operating,1,0,0,0,0,0,0,0,0,0,179,179,Failure
AccuRev,MA,Concord,1998-01-01,2005-03-07,2005-03-07,1,2100000,software,operating,1,0,0,0,0,0,0,0,0,0,86,86,Failure
AccuVein,NY,Huntington,2006-01-01,2011-07-28,2011-07-28,1,22500000,hardware,operating,0,0,0,0,0,0,0,0,0,1,66,66,Success
Accumetrics,CA,San Diego,1996-01-01,2003-05-16,2013-08-30,9,110640467,biotech,acquired,0,0,0,0,0,0,0,1,0,0,88,211,Success
Ace Metrix,CA,El Segundo,2007-01-01,2008-08-01,2012-05-29,5,18700000,advertising,operating,0,0,0,0,1,0,0,0,0,0,19,64,Success
Acertiv,VA,Dulles,2011-04-20,2012-10-08,2012-10-08,1,540000,social,operating,0,0,0,0,0,0,0,0,0,1,18,18,Failure
Acetylon Pharmaceuticals,MA,Boston,2008-01-01,2009-08-01,2013-07-29,6,151250000,biotech,operating,0,0,0,0,0,0,0,1,0,0,19,66,Success
Aceva Technologies,CA,San Mateo,1999-01-01,2005-07-21,2005-07-21,1,5280000,software,acquired,1,0,0,0,0,0,0,0,0,0,78,78,Success
Achaogen,CA,South San Francisco,2004-01-01,2006-10-10,2013-03-22,3,100905707,biotech,operating,0,0,0,0,0,0,0,1,0,0,33,110,Success
Achates Power,CA,San Diego,2004-01-01,2009-10-08,2010-01-11,2,31300000,cleantech,operating,0,0,0,0,0,0,0,0,0,1,69,72,Success
Achieve X,PA,Conshohocken,2008-01-01,2010-05-10,2010-05-10,1,150000,software,operating,1,0,0,0,0,0,0,0,0,0,28,28,Failure
Achievers,CA,San Francisco,1995-01-01,2008-07-31,2011-09-28,4,49122326,software,operating,1,0,0,0,0,0,0,0,0,0,162,200,Success
Achillion Pharmaceuticals,CT,New Haven,1998-01-01,2010-08-18,2010-08-18,1,50100000,biotech,ipo,0,0,0,0,0,0,0,1,0,0,151,151,Success
Achronix Semiconductor,CA,San Jose,2004-01-01,2007-01-23,2013-04-09,5,135776263,semiconductor,operating,0,0,0,0,0,0,0,0,0,1,36,111,Success
Aconex,CA,San Bruno,2000-01-01,2008-09-23,2008-09-23,1,85000000,software,operating,1,0,0,0,0,0,0,0,0,0,104,104,Success
Acquaintable,NY,New York,2012-01-01,2013-01-07,2013-01-07,1,40000,web,operating,0,1,0,0,0,0,0,0,0,0,12,12,Failure
Acquia,MA,Burlington,2007-12-01,2007-12-01,2012-11-30,5,68500000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,0,59,Success
Acrisure,MI,Grand Rapids,2006-01-01,2010-01-29,2010-01-29,1,20000000,finance,operating,0,0,0,0,0,0,0,0,0,1,48,48,Success
Acronis,MA,Burlington,2002-01-01,2004-01-01,2004-01-01,1,11000000,software,operating,1,0,0,0,0,0,0,0,0,0,24,24,Success
Acsis,NJ,Marlton,1996-01-01,2006-08-14,2006-08-14,1,6000000,software,operating,1,0,0,0,0,0,0,0,0,0,127,127,Failure
Act-On Software,OR,Beaverton,2008-01-01,2010-11-15,2012-09-05,3,30000000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,34,56,Success
Actelis Networks,CA,Fremont,1998-01-01,2007-01-01,2013-06-24,6,57616859,network_hosting,operating,0,0,0,0,0,0,0,0,0,1,108,185,Success
Actiance,CA,Belmont,1998-01-01,2007-09-11,2007-09-11,1,15600000,software,operating,1,0,0,0,0,0,0,0,0,0,116,116,Success
Actifio,MA,Waltham,2009-07-01,2010-07-21,2013-03-06,4,107500000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,12,44,Success
Actinobac Biomed,NJ,North Brunswick,2009-01-01,2009-03-20,2013-02-21,2,600000,biotech,operating,0,0,0,0,0,0,0,1,0,0,2,49,Failure
Action Engine,WA,Bellevue,2000-02-01,2000-05-01,2007-07-01,5,58200000,mobile,acquired,0,0,1,0,0,0,0,0,0,0,3,89,Success
Activate Networks,MA,Newton,2010-08-09,2010-08-09,2012-11-13,3,16000000,analytics,operating,0,0,0,0,0,0,0,0,0,1,0,27,Success
Active Endpoints,MA,Waltham,2003-01-01,2004-08-01,2010-09-21,5,22500000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,19,92,Success
Active International,NY,Pearl River,1984-01-01,2013-08-07,2013-08-07,1,35000000,advertising,operating,0,0,0,0,1,0,0,0,0,0,355,355,Success
Active Life Scientific,CA,Santa Barbara,2007-01-01,2013-05-16,2013-05-16,1,500000,biotech,operating,0,0,0,0,0,0,0,1,0,0,76,76,Failure
Active Storage,CA,Torrance,2008-10-01,2009-11-17,2012-08-28,2,9200000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,13,46,Success
Active-Semi,TX,Allen,2004-01-01,2011-06-15,2011-06-15,1,6000000,semiconductor,operating,0,0,0,0,0,0,0,0,0,1,89,89,Failure
ActivePath,NY,New York,2007-01-01,2011-09-19,2012-11-30,2,13250001,finance,operating,0,0,0,0,0,0,0,0,0,1,56,70,Success
ActiveRain,WA,Seattle,2006-06-01,2008-01-21,2008-01-21,1,2750000,web,operating,0,1,0,0,0,0,0,0,0,0,19,19,Failure
ActiveTrak,OR,Portland,2007-01-01,2010-03-09,2010-03-09,1,500000,software,operating,1,0,0,0,0,0,0,0,0,0,38,38,Failure
AcuFocus,CA,Irvine,2001-01-01,2011-11-29,2011-11-29,1,65000000,medical,operating,0,0,0,0,0,0,0,0,0,1,130,130,Success
Acumen Holdings,AR,Fayetteville,1995-01-01,2010-12-20,2013-04-07,3,93000000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,191,219,Success
Acumentrics,MA,Westwood,1994-01-01,2008-06-05,2011-09-14,2,18100000,manufacturing,operating,0,0,0,0,0,0,0,0,0,1,173,212,Success
Acylin Therapeutics,WA,Seattle,2009-01-01,2011-01-11,2012-06-04,2,6400000,biotech,operating,0,0,0,0,0,0,0,1,0,0,24,41,Failure
Ad Infuse,CA,San Francisco,2005-11-01,2005-01-01,2008-01-23,3,17600000,advertising,acquired,0,0,0,0,1,0,0,0,0,0,10,26,Success
AdECN,CA,Carpinteria,2003-01-01,2006-02-01,2006-02-01,1,3100000,advertising,acquired,0,0,0,0,1,0,0,0,0,0,37,37,Success
AdGent Digital,CA,Palo Alto,2008-01-01,2008-03-27,2009-02-03,2,5300000,advertising,operating,0,0,0,0,1,0,0,0,0,0,2,13,Failure
AdGrok,CA,San Francisco,2010-05-01,2010-05-01,2011-03-07,2,470000,advertising,acquired,0,0,0,0,1,0,0,0,0,0,0,10,Success
AdKeeper,NY,New York,2010-01-01,2010-09-15,2011-01-03,2,43000000,advertising,operating,0,0,0,0,1,0,0,0,0,0,8,12,Success
AdMob,CA,Mountain View,2006-12-01,2006-09-01,2009-01-29,4,46800000,advertising,acquired,0,0,0,0,1,0,0,0,0,0,3,25,Success
AdMobius,CA,San Mateo,2011-07-01,2012-01-01,2012-01-01,1,5000000,advertising,operating,0,0,0,0,1,0,0,0,0,0,6,6,Failure
AdReady,WA,Seattle,2006-01-01,2007-07-01,2012-06-19,4,17807000,advertising,operating,0,0,0,0,1,0,0,0,0,0,18,77,Success
AdRocket,CA,San Francisco,2008-02-01,2009-05-15,2009-05-15,1,1000000,advertising,operating,0,0,0,0,1,0,0,0,0,0,15,15,Failure
AdRoll,CA,San Francisco,2007-03-01,2006-03-01,2012-07-11,3,19000000,advertising,operating,0,0,0,0,1,0,0,0,0,0,12,64,Success
AdStage,CA,San Francisco,2012-05-01,2013-03-01,2013-06-21,2,1500000,advertising,operating,0,0,0,0,1,0,0,0,0,0,10,13,Failure
AdTheorent,NY,New York,2010-01-01,2013-09-11,2013-09-11,1,4000000,advertising,operating,0,0,0,0,1,0,0,0,0,0,44,44,Failure
AdXpose,WA,Seattle,2005-01-01,2007-02-01,2011-04-04,3,22800000,advertising,acquired,0,0,0,0,1,0,0,0,0,0,25,75,Success
AdYapper,IL,Chicago,2010-06-01,2013-09-05,2013-09-05,1,1200000,advertising,operating,0,0,0,0,1,0,0,0,0,0,39,39,Failure
AdYouNet,CA,Palo Alto,2006-01-01,2007-01-01,2008-04-30,2,1400000,advertising,operating,0,0,0,0,1,0,0,0,0,0,12,27,Failure
Adama Materials,HI,Honolulu,2008-01-01,2010-09-29,2013-08-20,2,6510445,nanotech,operating,0,0,0,0,0,0,0,0,0,1,32,67,Failure
Adamas Pharmaceuticals,CA,Emeryville,2000-01-01,2005-05-01,2009-10-01,4,82000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,64,117,Success
Adap.tv,CA,San Mateo,2006-11-01,2007-02-01,2011-03-28,5,48500000,advertising,acquired,0,0,0,0,1,0,0,0,0,0,3,52,Success
Adaptive Computing,UT,Provo,2001-01-01,2010-09-14,2012-02-29,2,19999999,enterprise,operating,0,0,0,1,0,0,0,0,0,0,116,133,Success
Adaptive Planning,CA,Mountain View,2003-04-01,2007-03-01,2013-05-21,4,84500000,software,operating,1,0,0,0,0,0,0,0,0,0,47,121,Success
AdaptiveBlue,NY,NYC,2007-01-01,2007-02-15,2012-01-11,4,24020000,games_video,operating,0,0,0,0,0,1,0,0,0,0,1,60,Success
Adaptivity,NC,Charlotte,2007-01-01,2010-10-05,2013-01-04,5,20105315,enterprise,operating,0,0,0,1,0,0,0,0,0,0,45,72,Success
Adaptly,NY,New York,2010-04-14,2010-10-01,2012-05-09,3,13200000,advertising,operating,0,0,0,0,1,0,0,0,0,0,6,25,Success
Adapx,WA,Seattle,1999-01-01,2007-12-05,2013-04-11,5,30000000,software,operating,1,0,0,0,0,0,0,0,0,0,107,171,Success
Adara Media,CA,Mountain View,2005-01-01,2006-02-20,2013-02-21,3,32400000,advertising,operating,0,0,0,0,1,0,0,0,0,0,13,97,Success
